"","nep","year","temp.Jan","temp.Feb","temp.Mar","temp.Apr","temp.May","temp.Jun","temp.Jul","temp.Aug","temp.Sep","temp.Oct","temp.Nov","temp.Dec","precip.Jan","precip.Feb","precip.Mar","precip.Apr","precip.May","precip.Jun","precip.Jul","precip.Aug","precip.Sep","precip.Oct","precip.Nov","precip.Dec","radiation.Jan","radiation.Feb","radiation.Mar","radiation.Apr","radiation.May","radiation.Jun","radiation.Jul","radiation.Aug","radiation.Sep","radiation.Oct","radiation.Nov","radiation.Dec","airhumidity.Jan","airhumidity.Feb","airhumidity.Mar","airhumidity.Apr","airhumidity.May","airhumidity.Jun","airhumidity.Jul","airhumidity.Aug","airhumidity.Sep","airhumidity.Oct","airhumidity.Nov","airhumidity.Dec","year"
"temp.Sep",0.893417538416846,0.773864997672004,0.425484002569117,0.9436356190655,0.809962335356023,0.851752173674035,0.925827765417667,0.338895409487952,0.727285001079481,0.761033892893101,NA,0.939938961165781,0.998196962977585,0.452785620898416,0.29175537110039,0.366702404212377,0.314183550566383,0.632781256729874,0.514056377915291,0.638925610431582,0.24463938397771,0.706117694828913,0.0258792731331057,0.83610874290422,0.977654421386652,0.635553385215875,0.518233672886752,0.467493201374404,0.337653475674726,0.726885701051349,0.869223033005388,0.723240762882901,0.26723585074364,0.450547824358018,0.375170559555401,0.23323910045979,0.997901857639911,0.27822672681345,0.614635684771818,0.826165189797021,0.929430420465005,0.116232160235283,0.669716602991549,0.0396707172282036,0.000325755677185624,0.344901979177997,0.000136416350531965,0.108688064621324,0.274138823366225,0.597512503052728,0.773864997672004
"temp.Oct",0.902229239159513,0.937022298335913,0.860630794057759,0.164688768268803,0.135337298834416,0.848008114645438,0.511239665158991,0.505102271523518,0.382753173628206,0.173034291486367,0.939938961165781,NA,0.773639405665949,0.217894441731299,0.641665969672363,0.108686576915424,0.772932801849965,0.824187850071746,0.0824896918781346,0.947783731904067,0.374965811811697,0.98692019546499,0.798651534124687,0.0893449344005268,0.546195321244732,0.731546889080918,0.66483058308211,0.538400598560471,0.247481239629082,0.133896423462901,0.281514713247598,0.456956115134721,0.279835264326918,0.0712207863318737,0.741083497511377,0.766168867428078,0.653506640864639,0.911159094478835,0.908931969639341,0.748199925116726,0.232097378730146,0.531972213622286,0.180662896145042,0.435090905676246,0.548839114472991,0.834552423980159,0.503810166454916,0.294768898448276,0.390734644695954,0.259598613243607,0.937022298335913
"temp.Nov",0.905313237402781,0.888361667934579,0.076027794122882,0.869100494909468,0.994556930707659,0.00664970528486775,0.0904446439194326,0.585690550716923,0.399994711828049,0.215958389606089,0.998196962977585,0.773639405665949,NA,0.806212921367662,0.643242249853062,0.48073054469632,0.263887784135548,0.122100857912038,0.48560969985289,0.762629537853371,0.479543213684004,0.08206985454258,0.585972450197454,0.452102612064745,0.688900308718621,0.464452748080564,0.597941375911338,0.428174457298014,0.949509186944957,0.825327455146702,0.5109248489603,0.503292113651125,0.95516999414693,0.550818282595738,0.365670689957416,0.495866819679941,0.96276614815336,0.518277618239208,0.990875945209928,0.846053813179185,0.640621361076442,0.616763687945459,0.698237054071617,0.192165892427223,0.741025116054062,0.699536234324758,0.591014465380036,0.248555884958197,0.00117761954195172,0.628085041116423,0.888361667934579
"temp.Dec",0.171908145028941,0.245242824095325,0.451242001287173,0.102759091859006,0.624546657006599,0.311523818091341,0.497780954037045,0.304097377869715,0.400500678541661,0.770503118909112,0.452785620898416,0.217894441731299,0.806212921367662,NA,0.17332643885242,0.964307775831299,0.986381888093211,0.445537263134498,0.838173928510468,0.191462065641496,0.87169206290692,0.720462663507266,0.559808651838287,0.137272450264636,0.895192098935294,0.292447923246303,0.526267788409742,0.729965345639106,0.267466471380299,0.0551030615254475,0.544890183338442,0.0321966856302596,0.468810269504948,0.00488676202996485,0.197633008723862,0.74609535585414,0.628905998261712,0.763939732554567,0.393022704771496,0.584862070423187,0.346520964517468,0.491606178633559,0.322665057208696,0.832776471123963,0.520879124783575,0.935293851622736,0.429044631321696,0.53140938196421,0.459449204410273,0.00362300993405817,0.245242824095325
"precip.Jan",0.0199503079714316,0.497220753527952,0.248704721772332,0.0342151781087576,0.553762199445047,0.361075205456207,0.658432328566193,0.338827806799481,0.556200113123936,0.485651211349007,0.29175537110039,0.641665969672363,0.643242249853062,0.17332643885242,NA,0.897385845950668,0.430740121961858,0.940740282027344,0.853309578517066,0.556525342446202,0.862564059580449,0.297416360754166,0.464955711639746,0.751400546733711,0.890027583911686,0.37961181535881,0.596733967418414,0.0975160948340221,0.842768884957091,0.292162809676608,0.46068571343197,0.344636837762778,0.839629681938433,0.256920616292081,0.950430707897494,0.899749318137726,0.534782262273477,0.781719598150446,0.915914953416265,0.0221877175554548,0.696665780481867,0.707590083230033,0.750764683456564,0.0350657951359552,0.537689787231545,0.688811644855139,0.320556344314563,0.207208844981152,0.552912938584039,0.0099578849435531,0.497220753527952
"precip.Feb",0.774440998469742,0.966617805684152,0.286794871949371,0.760095513072235,0.510358046140384,0.455705346975166,0.54561213271872,0.276782550791032,0.494738635037962,0.792528353333594,0.366702404212377,0.108686576915424,0.48073054469632,0.964307775831299,0.897385845950668,NA,0.359030361015269,0.415243051728982,0.0453354835456234,0.668536866502195,0.861425400011912,0.765951136107069,0.409654293420864,0.487967211332994,0.857563004951156,0.619088531953089,0.534718200702095,0.532670520148336,0.136344074138256,0.431371164390077,0.796122003008256,0.338188996473867,0.165431193758122,0.941189594334242,0.1178248034572,0.724584244290594,0.303769453899352,0.784908035270429,0.822327202785861,0.681450797109864,0.816146593713422,0.0731311599217608,0.851683665871676,0.593927255838551,0.558047633253096,0.387394027514409,0.936820968817925,0.200743565127824,0.808986266944339,0.57806344509566,0.966617805684152
"precip.Mar",0.95407863258607,0.489052194542703,0.060786256645198,0.564040985744016,0.1859950914229,0.0702706003403835,0.140517019351547,0.984052786068245,0.419928251679579,0.190775283206291,0.314183550566383,0.772932801849965,0.263887784135548,0.986381888093211,0.430740121961858,0.359030361015269,NA,0.157782830151961,0.51642535117494,0.464011297181235,0.185212600601967,0.12872374506919,0.261394799176186,0.997975438625171,0.757746715217139,0.195023908549389,0.324800224731977,0.3472695904285,0.624186187487406,0.785026137499367,0.976170366962805,0.274943524598608,0.608601169009065,0.790643433317268,0.53103547765485,0.898092472593788,0.837666041344143,0.926895271539327,0.0237556171427666,0.938663615935778,0.962735468015506,0.352123170995829,0.219065968088327,0.416615237053828,0.226695652535134,0.250660186306027,0.924947455030058,0.00899463494959996,0.923544162889614,0.606021640080844,0.489052194542703
"precip.Apr",0.841310036427254,0.369648616902066,0.0961353627637638,0.813206275799371,0.0799146992833935,0.0104405577073423,0.383473862314224,0.107364002907812,0.00120381666667946,0.108758669525296,0.632781256729874,0.824187850071746,0.122100857912038,0.445537263134498,0.940740282027344,0.415243051728982,0.157782830151961,NA,0.816791884513336,0.00903776447561144,0.729149683746792,0.582308482390867,0.75453463081726,0.631604206600044,0.355626251339696,0.113962688967931,0.12058271149037,0.0334824846217012,0.203654063533296,0.752308724944303,0.78355066878114,0.948214051796652,0.194902266624671,0.587016089136717,0.767857530457933,0.434402001265041,0.614487572181037,0.412366638893513,0.293175292040899,0.628792539528995,0.0837332291600497,0.717616187567341,0.964002016505675,0.980786609213519,0.883825140735341,0.930531228362224,0.33374999612476,0.936144355005159,0.394354973774844,0.99876620482178,0.369648616902066
"precip.May",0.803455024348246,0.646176805260598,0.305558154413481,0.714385428450856,0.802768667782009,0.31815047958103,0.0809459107612072,0.576059512380683,0.190921816809436,0.665868304698772,0.514056377915291,0.0824896918781346,0.48560969985289,0.838173928510468,0.853309578517066,0.0453354835456234,0.51642535117494,0.816791884513336,NA,0.349017914752803,0.633086019651901,0.0803105638905888,0.0262205247611831,0.592826532839847,0.938176749902605,0.455901949768862,0.306234441875459,0.847952950416496,0.0211443941284086,0.534146925352669,0.0330423394106121,0.408209107555001,0.00810448984879009,0.964896537820153,0.0011165207609074,0.857499740229413,0.250101935205673,0.982635981478815,0.14455370317565,0.936160423784779,0.744136167083448,0.00189641101796512,0.684360834591376,0.213711929444432,0.463200729661837,0.566769115325,0.883724988809223,0.595020888143817,0.695392336333071,0.865013192500351,0.646176805260598
"precip.Jun",0.900975097962747,0.367643821357353,0.706233549148631,0.995957759782386,0.110591510835564,0.192685484125208,0.674050366106224,0.0221103938412401,0.0577212958234159,0.339790160569694,0.638925610431582,0.947783731904067,0.762629537853371,0.191462065641496,0.556525342446202,0.668536866502195,0.464011297181235,0.00903776447561144,0.349017914752803,NA,0.496603843543495,0.321302637341861,0.651624661219977,0.748750035734173,0.777045928328605,0.131838806132618,0.222170865047241,0.0685793393973788,0.0393063007760266,0.982765738591549,0.289858631957936,0.733056699770427,0.0402806712352961,0.567820681114962,0.577834322744168,0.106645601360325,0.452279114426728,0.143048921323232,0.32998161587348,0.429366987007283,0.221342860430957,0.982553226567643,0.95409838607203,0.15951026397242,0.712595974473904,0.983883585636141,0.987136756618028,0.78854576548469,0.707864088198837,0.83709759526263,0.367643821357353
"precip.Jul",0.0435009973033775,0.621227566900846,0.880391489890172,0.559356120831958,0.528409059767219,0.75953262274604,0.502214797971293,0.745756761980217,0.662549070210664,0.18035394772526,0.24463938397771,0.374965811811697,0.479543213684004,0.87169206290692,0.862564059580449,0.861425400011912,0.185212600601967,0.729149683746792,0.633086019651901,0.496603843543495,NA,0.749333151499801,0.613914832165722,0.243904040049495,0.818541583715356,0.560771530625413,0.811066418359596,0.376435257490151,0.680715005589364,0.649259636579028,0.454195291449389,0.823669007372045,0.682457026845844,0.666401593284527,0.526423444054957,0.0167581454522172,0.954705510178587,0.0231024103583914,0.0485196530017729,0.584847788031264,0.036786151226893,0.383649340163219,0.0933943468672949,0.140965494884897,0.0675839931821893,0.538559307201984,0.359628946732413,0.463112984010169,0.520458670179427,0.71636880782769,0.621227566900846
"precip.Aug",0.629018191077127,0.158627397245521,0.00963446481027952,0.792116146152625,0.704717603497599,0.333762556451678,0.0371016306667671,0.130489661950749,0.945292893910929,0.116432826705984,0.706117694828913,0.98692019546499,0.08206985454258,0.720462663507266,0.297416360754166,0.765951136107069,0.12872374506919,0.582308482390867,0.0803105638905888,0.321302637341861,0.749333151499801,NA,0.218460988657088,0.340215742250779,0.301264175128225,0.279484127614608,0.369261444162827,0.100902572280238,0.739039676368146,0.229892821446206,0.125458541285536,0.544579564310104,0.565914505817949,0.897691243292987,0.380698132559769,0.891951640692734,0.510501121508263,0.953140411112268,0.0480021009768423,0.0902010102172039,0.527671070665678,0.152881684411094,0.284968204422849,0.585284939571329,0.557217183780403,0.0437790819514887,0.931548226821772,0.605968494111747,0.41886819799965,0.991616127890665,0.158627397245521
"precip.Sep",0.927232436667618,0.321577000460959,0.0200996929997141,0.72565216211672,0.821662907484808,0.380200681464192,0.0735817953892939,0.667699893388433,0.752995076266829,0.675836979661732,0.0258792731331057,0.798651534124687,0.585972450197454,0.559808651838287,0.464955711639746,0.409654293420864,0.261394799176186,0.75453463081726,0.0262205247611831,0.651624661219977,0.613914832165722,0.218460988657088,NA,0.223507309672783,0.3187451373624,0.031995799644271,0.991626795492057,0.888521751958395,0.167148105689661,0.813653810398194,0.638591003053255,0.546623325782397,0.0838230863693712,0.855698907714483,0.0707477245753474,0.297073140105065,0.286507382361865,0.378687914863454,0.0915281342431977,0.509814217490584,0.323872122203525,0.000297570450790374,0.342580117326281,0.28806337350812,0.0948388536407285,0.557246687697364,0.0307557074733933,0.925612473820872,0.27685603378769,0.743347062943466,0.321577000460959
"precip.Oct",0.980259154769711,0.172730312006025,0.359708895576986,0.922809174048806,0.209029069037604,0.898408053597991,0.98442948697995,0.980747595291564,0.955070536016549,0.121814505851539,0.83610874290422,0.0893449344005268,0.452102612064745,0.137272450264636,0.751400546733711,0.487967211332994,0.997975438625171,0.631604206600044,0.592826532839847,0.748750035734173,0.243904040049495,0.340215742250779,0.223507309672783,NA,0.782325879494147,0.276779762286488,0.0790121713647645,0.709271699842136,0.767749892168725,0.932525819984517,0.76888934023443,0.408136738238215,0.991113145826891,0.015734464053204,0.324383685274476,0.951662359514565,0.847356348251135,0.926748228032223,0.322438752518486,0.448105382813796,0.15271687341526,0.101785160945388,0.0871113825712606,0.654305504499231,0.987444576788177,0.0389683531714091,0.591772861194293,0.856409792297035,0.0558157680100044,0.678800243156606,0.172730312006025
"precip.Nov",0.297671107361965,0.736736508511508,0.628383396928003,0.0684955804234768,0.807926280752394,0.446519657186582,0.905316423713791,0.990903985366054,0.137635570583496,0.133866611218839,0.977654421386652,0.546195321244732,0.688900308718621,0.895192098935294,0.890027583911686,0.857563004951156,0.757746715217139,0.355626251339696,0.938176749902605,0.777045928328605,0.818541583715356,0.301264175128225,0.3187451373624,0.782325879494147,NA,0.189071164267246,0.729820052547148,0.58018339168665,0.841506656081342,0.530609824819566,0.837473942508348,0.331520424430182,0.955702864856128,0.659660431229094,0.942390259988867,0.140085523856493,0.272872205191392,0.12385036634239,0.891652097038367,0.282806883193884,0.83574193514429,0.776602030160846,0.992386846620632,0.860573778205431,0.375948687825363,0.936653920083322,0.835285417266937,0.699225855711012,0.907623950635749,0.91059687223061,0.736736508511508
"precip.Dec",0.730320800426526,0.00108437913080706,0.00388905815648943,0.130305307269693,0.691853653611537,0.307074505964503,0.094144205274302,0.765488280015854,0.5562158010239,0.386598169003226,0.635553385215875,0.731546889080918,0.464452748080564,0.292447923246303,0.37961181535881,0.619088531953089,0.195023908549389,0.113962688967931,0.455901949768862,0.131838806132618,0.560771530625413,0.279484127614608,0.031995799644271,0.276779762286488,0.189071164267246,NA,0.919629467759407,0.0282303380886759,0.601788933102577,0.544640904611462,0.823486609145212,0.469129892190437,0.852364485648067,0.858122165657161,0.773034410302429,0.749177975259561,0.258652711918484,0.619716808956936,0.00571184985813522,0.103922165593273,0.973431370001567,0.154787970336303,0.49893590989226,0.973130078126361,0.821113519270111,0.432713410276929,0.504693154675803,0.905779647064237,0.435746197198255,0.948986941977007,0.00108437913080706
"radiation.Jan",0.622889870573727,0.395662514639577,0.601186658651115,0.836012382893387,0.0244722891132034,0.959246500835226,0.373243136499652,0.516388653859796,0.427405780300154,0.953548780367863,0.518233672886752,0.66483058308211,0.597941375911338,0.526267788409742,0.596733967418414,0.534718200702095,0.324800224731977,0.12058271149037,0.306234441875459,0.222170865047241,0.811066418359596,0.369261444162827,0.991626795492057,0.0790121713647645,0.729820052547148,0.919629467759407,NA,0.492481761831321,0.166084251098446,0.578856471586512,0.785507196729941,0.93339792508929,0.106755440439006,0.235391571914403,0.553684669743927,0.865321085577245,0.205697015709146,0.976145655224194,0.930565371699022,0.79495661019953,0.191581016593148,0.862651323736879,0.595891267910824,0.906129376947038,0.565504818812979,0.615646964120139,0.172271699869532,0.907031736168179,0.34808991626105,0.418238421924248,0.395662514639577
"radiation.Feb",0.111891629023984,0.0507170535397838,0.0616554142846704,0.153900860273354,0.515790361258447,0.439538086082648,0.295737629468746,0.978082035832374,0.363372333409546,0.0706198356941417,0.467493201374404,0.538400598560471,0.428174457298014,0.729965345639106,0.0975160948340221,0.532670520148336,0.3472695904285,0.0334824846217012,0.847952950416496,0.0685793393973788,0.376435257490151,0.100902572280238,0.888521751958395,0.709271699842136,0.58018339168665,0.0282303380886759,0.492481761831321,NA,0.231843562192114,0.0681722690729143,0.719794755894744,0.952599161878959,0.2954857676138,0.631019735259048,0.626224257176245,0.068740003536925,0.872658203864339,0.0508848976327807,0.0232413300472154,0.183646853474013,0.811552037798911,0.586013836653168,0.563852250264259,0.721782833428557,0.392212336661924,0.244287105886599,0.86466557978286,0.52239411626335,0.794397518623337,0.334510339485538,0.0507170535397838
"radiation.Mar",0.520512932494426,0.386763706579142,0.505143325304685,0.880804539229636,0.150020475256869,0.703817036257938,0.0527710651973528,0.656754238169513,0.144420752756895,0.526333359345716,0.337653475674726,0.247481239629082,0.949509186944957,0.267466471380299,0.842768884957091,0.136344074138256,0.624186187487406,0.203654063533296,0.0211443941284086,0.0393063007760266,0.680715005589364,0.739039676368146,0.167148105689661,0.767749892168725,0.841506656081342,0.601788933102577,0.166084251098446,0.231843562192114,NA,0.405853457655012,0.758230118013924,0.36847427515335,6.37438235528975e-09,0.166836704252785,0.173660422897524,0.623775821881484,0.220443730386662,0.748467736687244,0.663166645179171,0.427653222759631,0.123385481224561,0.234961324980906,0.837857458754975,0.186218730455951,0.441300329438789,0.307889242021748,0.939193466712983,0.974415572739543,0.776205652850048,0.222659118674623,0.386763706579142
"radiation.Apr",0.392825470107318,0.38718932858346,0.914684889000281,0.0529802770020298,0.510996071539405,0.799752508543583,0.178111252001447,0.800562217004544,0.761600204216344,0.166669220330257,0.726885701051349,0.133896423462901,0.825327455146702,0.0551030615254475,0.292162809676608,0.431371164390077,0.785026137499367,0.752308724944303,0.534146925352669,0.982765738591549,0.649259636579028,0.229892821446206,0.813653810398194,0.932525819984517,0.530609824819566,0.544640904611462,0.578856471586512,0.0681722690729143,0.405853457655012,NA,0.413262931931865,0.0350652176650339,0.398950276008486,0.039111449915167,0.211747791930542,0.733656814780498,0.855105171709098,0.607698493135167,0.466338891336034,0.458216511854611,0.295995508390136,0.477071230224835,0.122868526908482,0.431596493530339,0.654037293698942,0.253835035835836,0.545132952157684,0.497003107268196,0.970023057088412,0.0967373940460226,0.38718932858346
"radiation.May",0.97559284241905,0.772869230838913,0.203055242367554,0.754661747895244,0.488074489190026,0.869171784624927,0.76988157053646,0.457056442530951,0.10371172798169,0.122946365038154,0.869223033005388,0.281514713247598,0.5109248489603,0.544890183338442,0.46068571343197,0.796122003008256,0.976170366962805,0.78355066878114,0.0330423394106121,0.289858631957936,0.454195291449389,0.125458541285536,0.638591003053255,0.76888934023443,0.837473942508348,0.823486609145212,0.785507196729941,0.719794755894744,0.758230118013924,0.413262931931865,NA,0.0380580254648053,0.556559884439776,0.430101564699005,0.0196823718462185,0.94778884454885,0.350166771634322,0.830954202468932,0.413213610465322,0.306251387020092,0.343794113718748,0.426393377186906,0.018732772903082,0.0419017471513425,0.538790472203899,0.975070310467288,0.925492466153148,0.293845672534355,0.867664436201283,0.559703510880665,0.772869230838913
